Customer ID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Satisfaction_Score,Referral_Source,Loyalty_Tier,Customer_Lifetime_Value,Engagement Count,Churn_B,Partner_B,Dependents_B,PhoneService_B,PaperlessBilling_B,Tenure_Bucket,Internet Service_B,Online Security_B,DeviceProtection_B,TechSupport_B,StreamingTV_B,StreamingMovies_B,Payment_Method_E,Internet Service_E
5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No,2,Advertisement,Gold,3190.23,3,0,1,0,0,0,60-69,1,0,1,0,1,0,BT,D
3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110,7611.85,Yes,1,Retail,Gold,7463.22,5,1,1,0,1,1,60-69,1,0,1,1,1,1,BT,FO
6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No,5,Retail,Bronze,136.62,1,0,0,0,0,0,0-9,1,0,0,0,0,0,MC,D
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,3,Retail,Gold,7474.50,4,0,1,1,1,1,70-79,1,1,0,0,1,1,EC,FO
9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,No,4,Friend,Silver,950.40,2,0,0,0,0,0,30-39,1,1,0,0,0,0,MC,D
8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,3,Friend,Gold,3691.16,3,0,0,0,1,0,40-49,1,0,0,0,1,1,MC,FO
2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,No,3,Friend,Gold,1316.20,0,0,1,1,1,0,70-79,0,0,0,0,0,0,CC,No
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,1,Advertisement,Gold,4590.64,3,1,1,0,1,1,50-59,1,1,0,0,1,0,EC,FO
4549-ZDQYY,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,3,Friend,Gold,3134.12,4,0,0,0,1,0,50-59,1,1,1,1,0,0,CC,D
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,5,Friend,Gold,3643.65,3,0,0,0,1,1,40-49,1,0,1,0,1,0,EC,FO
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,3,Retail,Gold,2664.20,1,1,1,0,1,1,30-39,1,0,0,0,0,0,EC,FO
5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,1,Friend,Gold,3778.30,4,0,1,1,0,1,60-69,1,0,0,1,1,1,EC,D
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,5,Online,Bronze,255.58,3,0,1,1,1,0,0-9,1,1,0,0,1,0,EC,FO
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,2,Friend,Silver,1031.35,2,0,0,0,0,0,30-39,1,1,0,0,0,0,BT,D
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,3,Advertisement,Bronze,902.97,4,1,1,1,1,1,10-19,1,1,0,0,1,1,EC,FO
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,No,1,Advertisement,Gold,916.46,0,0,0,0,1,0,40-49,0,0,0,0,0,0,MC,No
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,2,Online,Silver,2044.85,2,0,1,1,1,1,20-29,1,0,0,1,0,0,CC,FO
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,2,Advertisement,Gold,5511.26,4,0,1,1,1,1,50-59,1,0,1,0,1,1,CC,FO
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,4,Advertisement,Bronze,124.46,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,5,Retail,Bronze,235.75,1,1,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,3,Online,Bronze,369.09,2,0,1,1,1,0,0-9,1,1,0,0,0,0,MC,D
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,1,Retail,Bronze,91.17,0,0,1,1,1,0,0-9,0,0,0,0,0,0,MC,No
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,4,Retail,Silver,2534.46,4,0,0,0,1,1,30-39,1,1,0,1,1,0,EC,FO
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,5,Friend,Silver,1978.66,2,1,0,0,1,1,20-29,1,0,1,0,0,0,EC,FO
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,4,Online,Gold,1583.76,0,0,1,0,1,1,70-79,0,0,0,0,0,0,BT,No
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,5,Friend,Bronze,17.65,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,5,Friend,Gold,3754.46,4,0,0,0,0,1,70-79,1,1,0,0,1,1,EC,D
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,3,Retail,Silver,1053.58,2,0,0,0,1,1,10-19,1,0,0,0,0,1,EC,FO
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,5,Advertisement,Silver,1474.62,5,1,1,1,0,1,20-29,1,1,1,0,1,1,CC,D
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,4,Online,Gold,3553.18,2,0,0,0,1,0,60-69,1,0,0,1,0,0,BT,D
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,5,Advertisement,Bronze,34.19,2,1,0,0,0,1,0-9,1,0,0,0,0,1,EC,D
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,3,Retail,Bronze,94.54,1,1,0,0,1,0,0-9,1,0,0,0,0,0,EC,D
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,3,Retail,Gold,1050.78,0,0,0,0,1,1,40-49,0,0,0,0,0,0,CC,No
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75,1778.5,No,4,Retail,Silver,1616.47,2,0,0,0,1,1,20-29,1,1,0,0,0,0,BT,FO
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,2,Retail,Gold,1308.77,0,0,1,1,1,0,60-69,0,0,0,0,0,0,MC,No
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,2,Retail,Gold,957.57,0,0,0,1,1,1,50-59,0,0,0,0,0,0,MC,No
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,5,Retail,Bronze,61.57,1,1,1,0,1,1,0-9,1,0,0,0,0,0,MC,FO
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,1,Advertisement,Gold,6183.59,6,0,1,1,1,1,70-79,1,1,1,1,1,1,CC,D
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,5,Friend,Bronze,644.83,4,1,0,0,1,0,0-9,1,1,0,1,0,1,EC,D
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,4,Advertisement,Gold,6573.67,3,0,1,0,1,1,60-69,1,0,0,0,1,1,BT,FO
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,4,Online,Gold,4728.56,2,0,0,0,1,1,60-69,1,1,0,0,0,0,CC,FO
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,4,Advertisement,Gold,1877.12,0,0,1,0,1,0,70-79,0,0,0,0,0,0,BT,No
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,4,Retail,Gold,6886.93,4,0,1,1,1,1,60-69,1,1,0,1,1,0,CC,FO
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,4,Advertisement,Bronze,60.76,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,3,Friend,Bronze,50.04,1,1,0,0,1,1,0-9,1,0,0,0,0,0,EC,D
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,2,Online,Silver,1879.34,3,0,0,1,1,0,30-39,1,0,1,0,1,0,CC,D
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,4,Advertisement,Silver,955.40,4,0,1,1,1,1,10-19,1,0,1,1,0,1,MC,D
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,1,Friend,Bronze,550.38,4,0,1,1,1,1,0-9,1,0,0,1,1,1,EC,D
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95,655.5,Yes,1,Advertisement,Bronze,674.74,3,1,0,0,1,0,0-9,1,0,0,0,1,1,MC,FO
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,1,Online,Gold,7657.54,5,0,1,1,1,1,70-79,1,1,1,0,1,1,CC,FO
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,1,Advertisement,Gold,5442.41,6,0,1,1,1,0,60-69,1,1,1,1,1,1,EC,D
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,3,Retail,Bronze,134.11,0,0,1,1,1,0,0-9,0,0,0,0,0,0,MC,No
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,1,Advertisement,Silver,1269.28,2,0,1,1,1,1,10-19,1,0,0,0,0,1,BT,FO
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,4,Friend,Silver,2059.97,2,0,0,0,1,1,20-29,1,0,0,0,1,0,BT,FO
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,5,Advertisement,Silver,483.39,0,0,1,1,1,0,20-29,0,0,0,0,0,0,MC,No
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024,No,1,Friend,Silver,1164.75,4,0,1,1,1,0,10-19,1,1,1,0,1,0,MC,D
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,3,Online,Bronze,226.04,0,0,0,0,1,0,10-19,0,0,0,0,0,0,BT,No
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56,764.55,No,3,Advertisement,Silver,676.70,2,0,0,1,1,1,10-19,1,1,0,0,0,0,EC,D
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,Online,Silver,1645.56,2,1,1,0,1,0,20-29,1,1,0,0,0,0,EC,FO
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,5,Online,Bronze,153.89,1,0,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,1,Advertisement,Gold,3922.77,4,0,0,0,1,1,50-59,1,0,1,1,0,1,BT,D
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,3,Friend,Bronze,243.46,0,0,1,1,1,0,10-19,0,0,0,0,0,0,MC,No
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,2,Online,Gold,1224.38,0,0,1,0,1,0,60-69,0,0,0,0,0,0,MC,No
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273,Yes,4,Online,Bronze,262.54,1,1,0,0,1,1,0-9,1,0,0,0,0,0,BT,FO
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,3,Advertisement,Gold,6857.42,6,0,1,0,1,1,70-79,1,1,1,1,1,1,BT,D
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1,Advertisement,Gold,2363.14,3,1,1,0,0,1,50-59,1,0,1,0,0,1,EC,D
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,4,Advertisement,Silver,311.84,0,0,1,1,1,0,10-19,0,0,0,0,0,0,EC,No
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,1,Advertisement,Gold,3367.20,4,0,1,0,1,1,40-49,1,1,1,1,0,0,BT,FO
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,1,Advertisement,Bronze,199.40,5,1,1,0,1,1,0-9,1,0,1,1,1,1,EC,FO
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,2,Retail,Silver,1219.00,5,0,1,0,1,0,10-19,1,0,1,1,1,1,MC,D
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,4,Advertisement,Gold,4827.75,4,1,1,0,1,1,50-59,1,0,1,0,1,1,BT,FO
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,4,Friend,Silver,668.50,0,0,0,0,1,0,30-39,0,0,0,0,0,0,BT,No
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,2,Online,Silver,739.01,0,0,1,0,1,0,30-39,0,0,0,0,0,0,EC,No
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,3,Friend,Silver,1218.94,1,1,0,0,1,1,10-19,1,0,0,0,0,0,MC,FO
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,Friend,Bronze,514.26,2,1,0,0,1,0,0-9,1,1,0,0,0,0,BT,FO
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,5,Retail,Silver,1650.67,4,0,1,1,1,1,10-19,1,0,1,0,1,1,BT,FO
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252,No,1,Advertisement,Gold,1338.31,0,0,1,0,1,1,60-69,0,0,0,0,0,0,CC,No
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,Online,Bronze,27.34,1,1,0,0,0,0,0-9,1,0,0,0,0,0,BT,D
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,3,Friend,Bronze,50.53,1,0,0,0,1,0,0-9,1,0,0,0,0,0,MC,D
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,Advertisement,Bronze,699.57,2,1,0,0,1,0,0-9,1,0,0,0,0,1,BT,FO
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,2,Advertisement,Silver,2414.00,5,0,1,1,1,0,30-39,1,1,1,0,1,1,CC,D
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,2,Retail,Silver,932.07,2,1,0,0,1,1,10-19,1,0,1,0,0,0,EC,FO
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,4,Retail,Bronze,28.09,1,1,1,0,0,1,0-9,1,0,0,0,0,0,EC,D
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,5,Retail,Silver,1115.28,1,0,0,0,1,1,20-29,1,0,0,0,0,0,MC,D
8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,1,Online,Bronze,83.21,2,0,0,0,0,0,0-9,1,0,0,1,0,0,EC,D
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,1,Friend,Silver,243.01,0,0,0,0,1,0,10-19,0,0,0,0,0,0,EC,No
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,3,Retail,Gold,2474.33,1,0,1,0,1,0,40-49,1,0,0,0,0,0,CC,D
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,2,Retail,Gold,3273.19,4,0,1,1,1,1,40-49,1,1,0,1,0,1,CC,D
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91,531,Yes,5,Retail,Bronze,589.54,3,1,1,0,1,1,0-9,1,0,1,0,0,1,EC,FO
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,4,Friend,Gold,1338.71,0,0,1,1,1,0,60-69,0,0,0,0,0,0,BT,No
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,2,Friend,Gold,8411.34,5,0,1,1,1,0,70-79,1,1,1,0,1,1,CC,FO
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,4,Retail,Gold,1099.93,0,0,1,1,1,0,50-59,0,0,0,0,0,0,CC,No
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,3,Retail,Silver,1763.73,4,0,1,0,1,1,20-29,1,1,0,1,1,0,EC,FO
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,3,Advertisement,Silver,601.42,0,0,1,1,1,1,20-29,0,0,0,0,0,0,BT,No
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,1,Retail,Gold,7507.82,5,0,0,0,1,1,50-59,1,0,1,1,1,1,EC,FO
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,5,Online,Gold,7622.78,5,0,1,1,1,1,70-79,1,0,1,1,1,1,BT,FO
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,4,Online,Bronze,20.51,0,0,0,1,1,0,0-9,0,0,0,0,0,0,MC,No
9323-HGFWY,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,2,Retail,Silver,2894.92,5,0,1,0,1,1,20-29,1,1,0,1,1,1,CC,FO
8544-GOQSH,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,3,Friend,Silver,1134.65,2,0,0,0,1,1,10-19,1,0,0,1,0,0,CC,FO
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,1,Advertisement,Gold,8266.15,5,0,1,1,1,0,70-79,1,1,1,0,1,1,EC,FO
7018-WBJNK,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,1,Friend,Silver,1097.83,2,0,0,1,1,1,10-19,1,0,0,0,1,0,CC,FO
9142-KZXOP,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,4,Retail,Gold,2627.97,1,0,0,0,1,0,40-49,1,0,0,0,0,0,CC,FO
7674-YTAFD,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,3,Online,Silver,3032.85,2,0,0,0,1,1,30-39,1,0,0,1,0,0,BT,FO
6348-SNFUS,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,5,Advertisement,Gold,4294.71,5,0,1,1,0,1,70-79,1,1,1,1,0,1,CC,D
1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,3,Friend,Bronze,88.62,2,1,0,0,1,0,0-9,1,0,0,0,0,1,EC,FO
